time,open,high,low,close,tick_volume
2026-02-20 00:00:00,43500.50,43750.25,43200.00,43650.75,1250
2026-02-20 01:00:00,43650.75,44100.00,43600.00,43950.25,1380
2026-02-20 02:00:00,43950.25,44200.50,43800.00,44050.00,1420
2026-02-20 03:00:00,44050.00,44300.25,43950.00,44150.50,1350
2026-02-20 04:00:00,44150.50,44500.00,44100.00,44350.75,1500
2026-02-20 05:00:00,44350.75,44600.00,44200.00,44450.25,1400
2026-02-20 06:00:00,44450.25,44800.50,44350.00,44600.00,1480
2026-02-20 07:00:00,44600.00,44950.25,44500.00,44750.50,1520
2026-02-20 08:00:00,44750.50,45100.00,44650.00,44950.25,1580
2026-02-20 09:00:00,44950.25,45300.50,44850.00,45150.00,1620
2026-02-20 10:00:00,45150.00,45450.25,45050.00,45300.50,1650
2026-02-20 11:00:00,45300.50,45600.00,45150.00,45400.25,1700
2026-02-20 12:00:00,45400.25,45800.50,45300.00,45600.00,1750
2026-02-20 13:00:00,45600.00,45950.25,45500.00,45750.50,1800
2026-02-20 14:00:00,45750.50,46100.00,45650.00,45950.25,1850
2026-02-20 15:00:00,45950.25,46300.50,45850.00,46150.00,1900
2026-02-20 16:00:00,46150.00,46450.25,46050.00,46300.50,1950
2026-02-20 17:00:00,46300.50,46600.00,46150.00,46400.25,2000
2026-02-20 18:00:00,46400.25,46800.50,46300.00,46600.00,2050
2026-02-20 19:00:00,46600.00,46950.25,46500.00,46750.50,2100
2026-02-20 20:00:00,46750.50,47100.00,46650.00,46950.25,2150
2026-02-20 21:00:00,46950.25,47300.50,46850.00,47150.00,2200
2026-02-20 22:00:00,47150.00,47450.25,47050.00,47300.50,2250
2026-02-20 23:00:00,47300.50,47600.00,47150.00,47400.25,2300
2026-02-21 00:00:00,47400.25,47800.50,47300.00,47600.00,2350
2026-02-21 01:00:00,47600.00,47950.25,47500.00,47750.50,2400
2026-02-21 02:00:00,47750.50,48100.00,47650.00,47950.25,2450
2026-02-21 03:00:00,47950.25,48300.50,47850.00,48150.00,2500
2026-02-21 04:00:00,48150.00,48450.25,48050.00,48300.50,2550
2026-02-21 05:00:00,48300.50,48600.00,48150.00,48400.25,2600
2026-02-21 06:00:00,48400.25,48800.50,48300.00,48600.00,2650
2026-02-21 07:00:00,48600.00,48950.25,48500.00,48750.50,2700
2026-02-21 08:00:00,48750.50,49100.00,48650.00,48950.25,2750
2026-02-21 09:00:00,48950.25,49300.50,48850.00,49150.00,2800
2026-02-21 10:00:00,49150.00,49450.25,49050.00,49300.50,2850
2026-02-21 11:00:00,49300.50,49600.00,49150.00,49400.25,2900
2026-02-21 12:00:00,49400.25,49800.50,49300.00,49600.00,2950
2026-02-21 13:00:00,49600.00,49950.25,49500.00,49750.50,3000
2026-02-21 14:00:00,49750.50,50100.00,49650.00,49950.25,3050
2026-02-21 15:00:00,49950.25,50300.50,49850.00,50150.00,3100
2026-02-21 16:00:00,50150.00,50450.25,50050.00,50300.50,3150
2026-02-21 17:00:00,50300.50,50600.00,50150.00,50400.25,3200
2026-02-21 18:00:00,50400.25,50800.50,50300.00,50600.00,3250
2026-02-21 19:00:00,50600.00,50950.25,50500.00,50750.50,3300
2026-02-21 20:00:00,50750.50,51100.00,50650.00,50950.25,3350
2026-02-21 21:00:00,50950.25,51300.50,50850.00,51150.00,3400
2026-02-21 22:00:00,51150.00,51450.25,51050.00,51300.50,3450
2026-02-21 23:00:00,51300.50,51600.00,51150.00,51400.25,3500
2026-02-22 00:00:00,51400.25,51800.50,51300.00,51600.00,3550
2026-02-22 01:00:00,51600.00,51950.25,51500.00,51750.50,3600
2026-02-22 02:00:00,51750.50,52100.00,51650.00,51950.25,3650
2026-02-22 03:00:00,51950.25,52300.50,51850.00,52150.00,3700
2026-02-22 04:00:00,52150.00,52450.25,52050.00,52300.50,3750
2026-02-22 05:00:00,52300.50,52600.00,52150.00,52400.25,3800
2026-02-22 06:00:00,52400.25,52800.50,52300.00,52600.00,3850
2026-02-22 07:00:00,52600.00,52950.25,52500.00,52750.50,3900
2026-02-22 08:00:00,52750.50,53100.00,52650.00,52950.25,3950
2026-02-22 09:00:00,52950.25,53300.50,52850.00,53150.00,4000
2026-02-22 10:00:00,53150.00,53450.25,53050.00,53300.50,4050
2026-02-22 11:00:00,53300.50,53600.00,53150.00,53400.25,4100
2026-02-22 12:00:00,53400.25,53800.50,53300.00,53600.00,4150
2026-02-22 13:00:00,53600.00,53950.25,53500.00,53750.50,4200
2026-02-22 14:00:00,53750.50,54100.00,53650.00,53950.25,4250
2026-02-22 15:00:00,53950.25,54300.50,53850.00,54150.00,4300
2026-02-22 16:00:00,54150.00,54450.25,54050.00,54300.50,4350
2026-02-22 17:00:00,54300.50,54600.00,54150.00,54400.25,4400
2026-02-22 18:00:00,54400.25,54800.50,54300.00,54600.00,4450
2026-02-22 19:00:00,54600.00,54950.25,54500.00,54750.50,4500
2026-02-22 20:00:00,54750.50,55100.00,54650.00,54950.25,4550
2026-02-22 21:00:00,54950.25,55300.50,54850.00,55150.00,4600
2026-02-22 22:00:00,55150.00,55450.25,55050.00,55300.50,4650
2026-02-22 23:00:00,55300.50,55600.00,55150.00,55400.25,4700
