time,open,high,low,close,tick_volume
2026-02-20 00:00:00,0.42,0.42,0.42,0.42,1002
2026-02-20 01:00:00,0.42,0.43,0.42,0.42,1102
2026-02-20 02:00:00,0.42,0.43,0.41,0.42,1506
2026-02-20 03:00:00,0.42,0.42,0.42,0.42,1855
2026-02-20 04:00:00,0.42,0.43,0.41,0.42,1820
2026-02-20 05:00:00,0.42,0.43,0.42,0.42,1689
2026-02-20 06:00:00,0.42,0.43,0.4,0.42,1394
2026-02-20 07:00:00,0.42,0.43,0.41,0.42,1997
2026-02-20 08:00:00,0.42,0.43,0.42,0.42,1209
2026-02-20 09:00:00,0.42,0.43,0.42,0.42,1297
2026-02-20 10:00:00,0.42,0.43,0.42,0.42,1373
2026-02-20 11:00:00,0.42,0.42,0.41,0.42,1132
2026-02-20 12:00:00,0.42,0.43,0.42,0.42,1364
2026-02-20 13:00:00,0.42,0.44,0.42,0.42,1700
2026-02-20 14:00:00,0.42,0.43,0.42,0.42,1371
2026-02-20 15:00:00,0.42,0.43,0.42,0.42,2015
2026-02-20 16:00:00,0.42,0.43,0.42,0.42,1963
2026-02-20 17:00:00,0.42,0.42,0.42,0.42,1685
2026-02-20 18:00:00,0.42,0.43,0.41,0.42,1473
2026-02-20 19:00:00,0.42,0.42,0.42,0.42,2093
2026-02-20 20:00:00,0.42,0.43,0.42,0.42,1604
2026-02-20 21:00:00,0.42,0.43,0.41,0.42,1799
2026-02-20 22:00:00,0.42,0.42,0.42,0.42,1990
2026-02-20 23:00:00,0.42,0.42,0.42,0.42,1586
2026-02-21 00:00:00,0.42,0.43,0.42,0.42,1592
2026-02-21 01:00:00,0.42,0.42,0.41,0.42,1218
2026-02-21 02:00:00,0.42,0.43,0.41,0.42,1558
2026-02-21 03:00:00,0.42,0.42,0.41,0.42,1985
2026-02-21 04:00:00,0.42,0.43,0.4,0.42,1960
2026-02-21 05:00:00,0.42,0.42,0.41,0.42,2041
2026-02-21 06:00:00,0.42,0.42,0.41,0.42,1586
2026-02-21 07:00:00,0.42,0.42,0.41,0.42,1502
2026-02-21 08:00:00,0.42,0.42,0.41,0.42,1258
2026-02-21 09:00:00,0.42,0.43,0.41,0.42,1315
2026-02-21 10:00:00,0.42,0.42,0.41,0.42,1956
2026-02-21 11:00:00,0.42,0.43,0.41,0.42,1846
2026-02-21 12:00:00,0.42,0.43,0.4,0.42,1597
2026-02-21 13:00:00,0.42,0.42,0.41,0.42,1369
2026-02-21 14:00:00,0.42,0.42,0.41,0.42,1539
2026-02-21 15:00:00,0.42,0.42,0.41,0.42,2088
2026-02-21 16:00:00,0.42,0.42,0.4,0.42,1388
2026-02-21 17:00:00,0.42,0.43,0.4,0.41,1346
2026-02-21 18:00:00,0.41,0.42,0.41,0.42,2204
2026-02-21 19:00:00,0.42,0.42,0.41,0.42,1893
2026-02-21 20:00:00,0.42,0.42,0.41,0.42,2181
2026-02-21 21:00:00,0.42,0.42,0.41,0.42,1666
2026-02-21 22:00:00,0.42,0.42,0.41,0.42,1513
2026-02-21 23:00:00,0.42,0.42,0.41,0.42,1995
2026-02-22 00:00:00,0.42,0.43,0.41,0.42,1598
2026-02-22 01:00:00,0.42,0.42,0.41,0.42,2199
2026-02-22 02:00:00,0.42,0.42,0.41,0.42,1475
2026-02-22 03:00:00,0.42,0.42,0.41,0.42,1290
2026-02-22 04:00:00,0.42,0.42,0.41,0.41,1985
2026-02-22 05:00:00,0.41,0.42,0.41,0.41,1655
2026-02-22 06:00:00,0.41,0.43,0.41,0.41,1509
2026-02-22 07:00:00,0.41,0.42,0.41,0.41,1562
2026-02-22 08:00:00,0.41,0.42,0.41,0.41,1813
2026-02-22 09:00:00,0.41,0.42,0.41,0.41,1560
2026-02-22 10:00:00,0.41,0.42,0.41,0.41,1405
2026-02-22 11:00:00,0.41,0.42,0.4,0.41,2031
2026-02-22 12:00:00,0.41,0.43,0.41,0.41,1722
2026-02-22 13:00:00,0.41,0.42,0.41,0.41,2017
2026-02-22 14:00:00,0.41,0.42,0.4,0.42,1444
2026-02-22 15:00:00,0.42,0.42,0.41,0.41,1823
2026-02-22 16:00:00,0.41,0.42,0.41,0.41,2101
2026-02-22 17:00:00,0.41,0.42,0.4,0.41,1949
2026-02-22 18:00:00,0.41,0.42,0.41,0.41,2322
2026-02-22 19:00:00,0.41,0.42,0.41,0.42,1380
2026-02-22 20:00:00,0.42,0.43,0.41,0.42,1532
2026-02-22 21:00:00,0.42,0.43,0.4,0.42,1805
2026-02-22 22:00:00,0.42,0.43,0.42,0.42,1712
2026-02-22 23:00:00,0.42,0.43,0.41,0.42,2321
2026-02-23 00:00:00,0.42,0.42,0.41,0.42,2300
2026-02-23 01:00:00,0.42,0.42,0.41,0.42,1366
2026-02-23 02:00:00,0.42,0.42,0.41,0.41,1587
2026-02-23 03:00:00,0.41,0.42,0.41,0.41,1978
2026-02-23 04:00:00,0.41,0.42,0.41,0.41,1923
2026-02-23 05:00:00,0.41,0.41,0.4,0.41,2198
2026-02-23 06:00:00,0.41,0.42,0.41,0.41,1993
2026-02-23 07:00:00,0.41,0.42,0.41,0.41,2170
2026-02-23 08:00:00,0.41,0.42,0.41,0.42,1659
2026-02-23 09:00:00,0.42,0.42,0.41,0.41,2137
2026-02-23 10:00:00,0.41,0.42,0.4,0.41,1935
2026-02-23 11:00:00,0.41,0.42,0.41,0.42,1706
2026-02-23 12:00:00,0.42,0.42,0.4,0.41,1954
2026-02-23 13:00:00,0.41,0.42,0.4,0.41,2002
2026-02-23 14:00:00,0.41,0.42,0.41,0.41,1683
2026-02-23 15:00:00,0.41,0.42,0.41,0.41,2171
2026-02-23 16:00:00,0.41,0.42,0.4,0.42,2433
2026-02-23 17:00:00,0.42,0.42,0.41,0.42,1857
2026-02-23 18:00:00,0.42,0.42,0.41,0.42,1545
2026-02-23 19:00:00,0.42,0.42,0.41,0.42,2284
2026-02-23 20:00:00,0.42,0.42,0.4,0.42,1816
2026-02-23 21:00:00,0.42,0.42,0.41,0.42,1920
2026-02-23 22:00:00,0.42,0.42,0.4,0.42,2289
2026-02-23 23:00:00,0.42,0.43,0.41,0.42,1749
2026-02-24 00:00:00,0.42,0.42,0.41,0.42,1988
2026-02-24 01:00:00,0.42,0.43,0.41,0.42,2247
2026-02-24 02:00:00,0.42,0.42,0.4,0.42,1844
2026-02-24 03:00:00,0.42,0.42,0.42,0.42,1710
2026-02-24 04:00:00,0.42,0.42,0.41,0.42,1894
2026-02-24 05:00:00,0.42,0.42,0.41,0.42,1831
2026-02-24 06:00:00,0.42,0.43,0.41,0.42,2285
2026-02-24 07:00:00,0.42,0.42,0.41,0.42,1975
2026-02-24 08:00:00,0.42,0.42,0.41,0.42,2161
2026-02-24 09:00:00,0.42,0.42,0.4,0.42,2091
2026-02-24 10:00:00,0.42,0.42,0.41,0.42,1748
2026-02-24 11:00:00,0.42,0.43,0.42,0.42,2068
2026-02-24 12:00:00,0.42,0.42,0.41,0.42,2473
2026-02-24 13:00:00,0.42,0.42,0.42,0.42,2110
2026-02-24 14:00:00,0.42,0.43,0.41,0.42,2243
2026-02-24 15:00:00,0.42,0.42,0.41,0.42,2272
2026-02-24 16:00:00,0.42,0.43,0.41,0.42,1763
2026-02-24 17:00:00,0.42,0.42,0.41,0.42,1787
2026-02-24 18:00:00,0.42,0.43,0.41,0.42,2561
2026-02-24 19:00:00,0.42,0.42,0.41,0.42,1999
2026-02-24 20:00:00,0.42,0.42,0.41,0.42,2484
2026-02-24 21:00:00,0.42,0.43,0.42,0.42,1674
2026-02-24 22:00:00,0.42,0.42,0.42,0.42,2586
2026-02-24 23:00:00,0.42,0.42,0.41,0.42,2502
2026-02-25 00:00:00,0.42,0.43,0.41,0.42,2107
2026-02-25 01:00:00,0.42,0.42,0.41,0.42,2292
2026-02-25 02:00:00,0.42,0.42,0.42,0.42,1723
2026-02-25 03:00:00,0.42,0.43,0.41,0.42,2329
2026-02-25 04:00:00,0.42,0.43,0.41,0.42,2521
2026-02-25 05:00:00,0.42,0.42,0.42,0.42,2597
2026-02-25 06:00:00,0.42,0.42,0.41,0.42,2538
2026-02-25 07:00:00,0.42,0.43,0.41,0.42,2474
2026-02-25 08:00:00,0.42,0.44,0.42,0.42,2011
2026-02-25 09:00:00,0.42,0.43,0.42,0.42,1844
2026-02-25 10:00:00,0.42,0.42,0.41,0.42,1662
2026-02-25 11:00:00,0.42,0.43,0.42,0.42,1749
2026-02-25 12:00:00,0.42,0.42,0.42,0.42,1715
2026-02-25 13:00:00,0.42,0.43,0.41,0.42,2137
