Datetime,Open,High,Low,Close,Volume
2024-02-26 19:00:00+00:00,191.093994140625,191.15499877929688,191.05599975585935,191.13099670410156,0
2024-02-26 20:00:00+00:00,191.1300048828125,191.197998046875,191.0970001220703,191.1280059814453,0
2024-02-26 21:00:00+00:00,191.1349945068359,191.1909942626953,191.0930023193359,191.156005859375,0
2024-02-26 22:00:00+00:00,191.13699340820312,191.19000244140625,190.947998046875,191.05499267578125,0
2024-02-26 23:00:00+00:00,191.05499267578125,191.13299560546875,190.91099548339844,190.96400451660156,0
2024-02-27 00:00:00+00:00,190.9739990234375,190.98399353027344,190.8520050048828,190.89300537109375,0
2024-02-27 01:00:00+00:00,190.89300537109375,190.9239959716797,190.78399658203125,190.8179931640625,0
2024-02-27 02:00:00+00:00,190.8209991455078,190.8560028076172,190.74400329589844,190.7790069580078,0
2024-02-27 03:00:00+00:00,190.7790069580078,190.81399536132812,190.71499633789065,190.72900390625,0
2024-02-27 04:00:00+00:00,190.72300720214844,190.86000061035156,190.7169952392578,190.843994140625,0
2024-02-27 05:00:00+00:00,190.84800720214844,190.87600708007812,190.75,190.86099243164065,0
2024-02-27 06:00:00+00:00,190.85699462890625,190.8800048828125,190.7899932861328,190.8300018310547,0
2024-02-27 07:00:00+00:00,190.8260040283203,190.94500732421875,190.75,190.80599975585935,0
2024-02-27 08:00:00+00:00,190.79800415039065,190.80499267578125,190.51600646972656,190.55999755859375,0
2024-02-27 09:00:00+00:00,190.55799865722656,190.6779937744141,190.48199462890625,190.6719970703125,0
2024-02-27 10:00:00+00:00,190.6699981689453,190.67100524902344,190.4010009765625,190.58599853515625,0
2024-02-27 11:00:00+00:00,190.5870056152344,190.7899932861328,190.5260009765625,190.7010040283203,0
2024-02-27 12:00:00+00:00,190.6970062255859,190.78399658203125,190.3939971923828,190.48699951171875,0
2024-02-27 13:00:00+00:00,190.48699951171875,190.57699584960935,190.36000061035156,190.56900024414065,0
2024-02-27 14:00:00+00:00,190.57400512695312,190.6840057373047,190.5240020751953,190.52699279785156,0
2024-02-27 15:00:00+00:00,190.5240020751953,190.84800720214844,190.447998046875,190.7879943847656,0
2024-02-27 16:00:00+00:00,190.79100036621097,190.97300720214844,190.7259979248047,190.9510040283203,0
2024-02-27 17:00:00+00:00,190.9499969482422,190.9900054931641,190.7790069580078,190.82000732421875,0
2024-02-27 18:00:00+00:00,190.81700134277344,190.9149932861328,190.74200439453125,190.86199951171875,0
2024-02-27 19:00:00+00:00,190.86000061035156,190.9340057373047,190.83799743652344,190.8679962158203,0
2024-02-27 20:00:00+00:00,190.86900329589844,190.9010009765625,190.81300354003903,190.8300018310547,0
2024-02-27 21:00:00+00:00,190.83200073242188,190.95899963378903,190.8280029296875,190.91600036621097,0
2024-02-27 22:00:00+00:00,190.8820037841797,190.94000244140625,190.78500366210935,190.84500122070312,0
2024-02-27 23:00:00+00:00,190.85299682617188,190.89300537109375,190.7790069580078,190.83599853515625,0
2024-02-28 00:00:00+00:00,190.84800720214844,190.875,190.66799926757812,190.84100341796875,0
2024-02-28 01:00:00+00:00,190.83399963378903,190.8419952392578,190.6199951171875,190.64599609375,0
2024-02-28 02:00:00+00:00,190.64300537109375,190.68600463867188,190.55799865722656,190.64100646972656,0
2024-02-28 03:00:00+00:00,190.63999938964844,190.70799255371097,190.5919952392578,190.6959991455078,0
2024-02-28 04:00:00+00:00,190.6929931640625,190.79299926757812,190.6580047607422,190.7779998779297,0
2024-02-28 05:00:00+00:00,190.7740020751953,190.78399658203125,190.6199951171875,190.6479949951172,0
2024-02-28 06:00:00+00:00,190.6439971923828,190.6999969482422,190.6300048828125,190.67999267578125,0
2024-02-28 07:00:00+00:00,190.68600463867188,190.8430023193359,190.5870056152344,190.83200073242188,0
2024-02-28 08:00:00+00:00,190.8300018310547,190.8769989013672,190.447998046875,190.52099609375,0
2024-02-28 09:00:00+00:00,190.52200317382812,190.5720062255859,190.2749938964844,190.3179931640625,0
2024-02-28 10:00:00+00:00,190.30999755859375,190.6060028076172,190.25799560546875,190.5850067138672,0
2024-02-28 11:00:00+00:00,190.58099365234375,190.6629943847656,190.447998046875,190.59500122070312,0
2024-02-28 12:00:00+00:00,190.58599853515625,190.63299560546875,190.3300018310547,190.38099670410156,0
