time,open,high,low,close,tick_volume
2026-02-20 00:00:00,2450.50,2475.25,2420.00,2465.75,1250
2026-02-20 01:00:00,2465.75,2490.00,2460.00,2480.25,1380
2026-02-20 02:00:00,2480.25,2510.50,2475.00,2495.00,1420
2026-02-20 03:00:00,2495.00,2525.25,2490.00,2515.50,1350
2026-02-20 04:00:00,2515.50,2545.00,2510.00,2535.75,1500
2026-02-20 05:00:00,2535.75,2565.00,2530.00,2555.25,1400
2026-02-20 06:00:00,2555.25,2590.50,2550.00,2575.00,1480
2026-02-20 07:00:00,2575.00,2610.25,2570.00,2595.50,1520
2026-02-20 08:00:00,2595.50,2640.00,2590.00,2620.25,1580
2026-02-20 09:00:00,2620.25,2670.50,2615.00,2655.00,1620
2026-02-20 10:00:00,2655.00,2700.25,2650.00,2680.50,1650
2026-02-20 11:00:00,2680.50,2725.00,2675.00,2705.25,1700
2026-02-20 12:00:00,2705.25,2755.50,2700.00,2735.00,1750
2026-02-20 13:00:00,2735.00,2780.25,2730.00,2760.50,1800
2026-02-20 14:00:00,2760.50,2815.00,2755.00,2790.25,1850
2026-02-20 15:00:00,2790.25,2860.50,2785.00,2830.00,1900
2026-02-20 16:00:00,2830.00,2900.25,2825.00,2875.50,1950
2026-02-20 17:00:00,2875.50,2940.00,2870.00,2910.25,2000
2026-02-20 18:00:00,2910.25,2980.50,2905.00,2950.00,2050
2026-02-20 19:00:00,2950.00,3020.25,2945.00,2990.50,2100
2026-02-20 20:00:00,2990.50,3060.00,2985.00,3030.25,2150
2026-02-20 21:00:00,3030.25,3110.50,3025.00,3075.00,2200
2026-02-20 22:00:00,3075.00,3150.25,3070.00,3120.50,2250
2026-02-20 23:00:00,3120.50,3190.00,3115.00,3160.25,2300
2026-02-21 00:00:00,3160.25,3235.50,3155.00,3210.00,2350
2026-02-21 01:00:00,3210.00,3280.25,3205.00,3260.50,2400
2026-02-21 02:00:00,3260.50,3335.00,3255.00,3310.25,2450
2026-02-21 03:00:00,3310.25,3390.50,3305.00,3365.00,2500
2026-02-21 04:00:00,3365.00,3440.25,3360.00,3415.50,2550
2026-02-21 05:00:00,3415.50,3490.00,3410.00,3465.25,2600
2026-02-21 06:00:00,3465.25,3545.50,3460.00,3520.00,2650
2026-02-21 07:00:00,3520.00,3595.25,3515.00,3570.50,2700
2026-02-21 08:00:00,3570.50,3650.00,3565.00,3620.25,2750
2026-02-21 09:00:00,3620.25,3700.50,3615.00,3675.00,2800
2026-02-21 10:00:00,3675.00,3755.25,3670.00,3730.50,2850
2026-02-21 11:00:00,3730.50,3810.00,3725.00,3785.25,2900
2026-02-21 12:00:00,3785.25,3870.50,3780.00,3840.00,2950
2026-02-21 13:00:00,3840.00,3920.25,3835.00,3895.50,3000
2026-02-21 14:00:00,3895.50,3980.00,3890.00,3950.25,3050
2026-02-21 15:00:00,3950.25,4035.50,3945.00,4010.00,3100
2026-02-21 16:00:00,4010.00,4095.25,4005.00,4070.50,3150
2026-02-21 17:00:00,4070.50,4155.00,4065.00,4130.25,3200
2026-02-21 18:00:00,4130.25,4220.50,4125.00,4195.00,3250
2026-02-21 19:00:00,4195.00,4280.25,4190.00,4255.50,3300
2026-02-21 20:00:00,4255.50,4340.00,4250.00,4315.25,3350
2026-02-21 21:00:00,4315.25,4405.50,4310.00,4380.00,3400
2026-02-21 22:00:00,4380.00,4470.25,4375.00,4445.50,3450
2026-02-21 23:00:00,4445.50,4535.00,4440.00,4510.25,3500
2026-02-22 00:00:00,4510.25,4605.50,4505.00,4580.00,3550
2026-02-22 01:00:00,4580.00,4675.25,4575.00,4650.50,3600
2026-02-22 02:00:00,4650.50,4745.00,4645.00,4720.25,3650
2026-02-22 03:00:00,4720.25,4820.50,4715.00,4795.00,3700
2026-02-22 04:00:00,4795.00,4895.25,4790.00,4870.50,3750
2026-02-22 05:00:00,4870.50,4970.00,4865.00,4945.25,3800
2026-02-22 06:00:00,4945.25,5050.50,4940.00,5025.00,3850
2026-02-22 07:00:00,5025.00,5130.25,5020.00,5105.50,3900
2026-02-22 08:00:00,5105.50,5215.00,5100.00,5190.25,3950
2026-02-22 09:00:00,5190.25,5300.50,5185.00,5275.00,4000
2026-02-22 10:00:00,5275.00,5385.25,5270.00,5360.50,4050
2026-02-22 11:00:00,5360.50,5470.00,5355.00,5445.25,4100
2026-02-22 12:00:00,5445.25,5560.50,5440.00,5535.00,4150
2026-02-22 13:00:00,5535.00,5650.25,5530.00,5625.50,4200
2026-02-22 14:00:00,5625.50,5745.00,5620.00,5720.25,4250
2026-02-22 15:00:00,5720.25,5840.50,5715.00,5815.00,4300
2026-02-22 16:00:00,5815.00,5935.25,5810.00,5910.50,4350
2026-02-22 17:00:00,5910.50,6030.00,5905.00,6005.25,4400
2026-02-22 18:00:00,6005.25,6130.50,6000.00,6105.00,4450
2026-02-22 19:00:00,6105.00,6230.25,6100.00,6205.50,4500
2026-02-22 20:00:00,6205.50,6330.00,6200.00,6305.25,4550
2026-02-22 21:00:00,6305.25,6435.50,6300.00,6410.00,4600
2026-02-22 22:00:00,6410.00,6540.25,6405.00,6515.50,4650
2026-02-22 23:00:00,6515.50,6645.00,6510.00,6620.25,4700
2026-02-23 00:00:00,6620.25,6755.50,6615.00,6730.00,4750
2026-02-23 01:00:00,6730.00,6865.25,6725.00,6840.50,4800
2026-02-23 02:00:00,6840.50,6975.00,6835.00,6950.25,4850
2026-02-23 03:00:00,6950.25,7090.50,6945.00,7065.00,4900
2026-02-23 04:00:00,7065.00,7205.25,7060.00,7180.50,4950
2026-02-23 05:00:00,7180.50,7320.00,7175.00,7295.25,5000
2026-02-23 06:00:00,7295.25,7440.50,7290.00,7415.00,5050
2026-02-23 07:00:00,7415.00,7560.25,7410.00,7535.50,5100
2026-02-23 08:00:00,7535.50,7685.00,7530.00,7660.25,5150
